Capture IP Address Packets

03:26:30.950798 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 745664:745820, ack 361, win 4063, length 156
03:26:31.255379 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1486204:1486360, ack 757, win 4063, length 156
03:26:31.255406 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1486360:1486516, ack 757, win 4063, length 156
03:26:31.255431 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1486516:1486672, ack 757, win 4063, length 156
03:26:31.255457 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1486672:1486828, ack 757, win 4063, length 156
03:26:31.255483 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1486828:1486984, ack 757, win 4063, length 156
03:26:31.255508 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1486984:1487140, ack 757, win 4063, length 156
03:26:31.255534 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1487140:1487296, ack 757, win 4063, length 156
03:26:31.255559 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1487296:1487452, ack 757, win 4063, length 156
03:26:31.255589 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1487452:1487608, ack 757, win 4063, length 156
03:26:31.255615 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1487608:1487764, ack 757, win 4063, length 156
03:26:31.255639 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1487764:1487920, ack 757, win 4063, length 156
03:26:31.255666 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1487920:1488076, ack 757, win 4063, length 156
03:26:31.255692 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1488076:1488232, ack 757, win 4063, length 156
03:26:31.255716 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1488232:1488388, ack 757, win 4063, length 156
03:26:31.255742 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1488388:1488544, ack 757, win 4063, length 156
03:26:31.255766 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1488544:1488700, ack 757, win 4063, length 156
03:26:31.255798 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1488700:1488856, ack 757, win 4063, length 156
03:26:31.255824 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1488856:1489012, ack 757, win 4063, length 156
03:26:31.255850 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1489012:1489168, ack 757, win 4063, length 156
03:26:31.255877 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1489168:1489324, ack 757, win 4063, length 156
03:26:31.255903 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1489324:1489480, ack 757, win 4063, length 156
03:26:31.255930 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1489480:1489636, ack 757, win 4063, length 156
03:26:31.255960 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1489636:1489792, ack 757, win 4063, length 156
03:26:31.255986 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1489792:1489948, ack 757, win 4063, length 156
03:26:31.256014 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1489948:1490104, ack 757, win 4063, length 156
03:26:31.256040 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1490104:1490260, ack 757, win 4063, length 156
03:26:31.256066 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1490260:1490416, ack 757, win 4063, length 156
03:26:31.256093 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1490416:1490572, ack 757, win 4063, length 156
03:26:31.256124 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1490572:1490728, ack 757, win 4063, length 156
03:26:31.256150 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1490728:1490884, ack 757, win 4063, length 156
03:26:31.256177 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1490884:1491040, ack 757, win 4063, length 156
03:26:31.256204 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1491040:1491196, ack 757, win 4063, length 156
03:26:31.256231 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1491196:1491352, ack 757, win 4063, length 156
03:26:31.256256 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1491352:1491508, ack 757, win 4063, length 156
03:26:31.256281 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1491508:1491664, ack 757, win 4063, length 156
03:26:31.256308 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1491664:1491820, ack 757, win 4063, length 156
03:26:31.256349 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1491820:1491976, ack 757, win 4063, length 156
03:26:31.256377 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1491976:1492132, ack 757, win 4063, length 156
03:26:31.256409 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1492132:1492288, ack 757, win 4063, length 156
03:26:31.256437 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1492288:1492444, ack 757, win 4063, length 156
03:26:31.256466 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1492444:1492600, ack 757, win 4063, length 156
03:26:31.256491 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1492600:1492756, ack 757, win 4063, length 156
03:26:31.256517 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1492756:1492912, ack 757, win 4063, length 156
03:26:31.256548 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1492912:1493068, ack 757, win 4063, length 156
03:26:31.256584 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1493068:1493224, ack 757, win 4063, length 156
03:26:31.256620 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1493224:1493380, ack 757, win 4063, length 156
03:26:31.256648 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1493380:1493536, ack 757, win 4063, length 156
03:26:31.257424 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1453152, win 2064, options [nop,nop,sack 1 {1453308:1453464}], length 0
03:26:31.257424 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1453464, win 2063, length 0
03:26:31.257424 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1453932, win 2061, options [nop,nop,sack 1 {1454088:1454244}], length 0
03:26:31.257424 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1454244, win 2060, length 0
03:26:31.257424 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1461012, win 2064, length 0
03:26:31.257433 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1493536:1493692, ack 757, win 4063, length 156
03:26:31.257525 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1493692:1494440, ack 757, win 4063, length 748
03:26:31.257558 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1494440:1494596, ack 757, win 4063, length 156
03:26:31.257585 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1494596:1494752, ack 757, win 4063, length 156
03:26:31.257611 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1494752:1494908, ack 757, win 4063, length 156
03:26:31.257638 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1494908:1495064, ack 757, win 4063, length 156
03:26:31.257662 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1495064:1495220, ack 757, win 4063, length 156
03:26:31.257688 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1495220:1495376, ack 757, win 4063, length 156
03:26:31.257714 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1495376:1495532, ack 757, win 4063, length 156
03:26:31.257743 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1495532:1495688, ack 757, win 4063, length 156
03:26:31.257770 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1495688:1495844, ack 757, win 4063, length 156
03:26:31.257796 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1495844:1496000, ack 757, win 4063, length 156
03:26:31.257822 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1496000:1496156, ack 757, win 4063, length 156
03:26:31.257858 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1496156:1496312, ack 757, win 4063, length 156
03:26:31.257882 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1496312:1496468, ack 757, win 4063, length 156
03:26:31.257907 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1496468:1496624, ack 757, win 4063, length 156
03:26:31.257932 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1496624:1496780, ack 757, win 4063, length 156
03:26:31.257960 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1496780:1496936, ack 757, win 4063, length 156
03:26:31.257986 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1496936:1497092, ack 757, win 4063, length 156
03:26:31.258010 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1497092:1497248, ack 757, win 4063, length 156
03:26:31.258035 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1497248:1497404, ack 757, win 4063, length 156
03:26:31.258058 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1497404:1497560, ack 757, win 4063, length 156
03:26:31.258083 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1497560:1497716, ack 757, win 4063, length 156
03:26:31.258107 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1497716:1497872, ack 757, win 4063, length 156
03:26:31.258130 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1497872:1498028, ack 757, win 4063, length 156
03:26:31.258159 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1498028:1498184, ack 757, win 4063, length 156
03:26:31.258184 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1498184:1498340, ack 757, win 4063, length 156
03:26:31.258209 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1498340:1498496, ack 757, win 4063, length 156
03:26:31.258232 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1498496:1498652, ack 757, win 4063, length 156
03:26:31.258257 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1498652:1498808, ack 757, win 4063, length 156
03:26:31.258281 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1498808:1498964, ack 757, win 4063, length 156
03:26:31.258304 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1498964:1499120, ack 757, win 4063, length 156
03:26:31.258330 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1499120:1499276, ack 757, win 4063, length 156
03:26:31.258357 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1499276:1499432, ack 757, win 4063, length 156
03:26:31.258382 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1499432:1499588, ack 757, win 4063, length 156
03:26:31.258396 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1470456, win 2064, length 0
03:26:31.258396 IP 69.157.59.48.65302 > 159.203.58.6.22: Flags [.], ack 1475136, win 2064, length 0
03:26:31.258456 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1499588:1499952, ack 757, win 4063, length 364
03:26:31.258483 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1499952:1500108, ack 757, win 4063, length 156
03:26:31.258509 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1500108:1500264, ack 757, win 4063, length 156
03:26:31.258534 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1500264:1500420, ack 757, win 4063, length 156
03:26:31.258558 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1500420:1500576, ack 757, win 4063, length 156
03:26:31.258589 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1500576:1500732, ack 757, win 4063, length 156
03:26:31.258631 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1500732:1500888, ack 757, win 4063, length 156
03:26:31.258656 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1500888:1501044, ack 757, win 4063, length 156
03:26:31.258682 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1501044:1501200, ack 757, win 4063, length 156
03:26:31.258707 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1501200:1501356, ack 757, win 4063, length 156
03:26:31.258732 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1501356:1501512, ack 757, win 4063, length 156
03:26:31.258758 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1501512:1501668, ack 757, win 4063, length 156
03:26:31.258787 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1501668:1501824, ack 757, win 4063, length 156
03:26:31.258815 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1501824:1501980, ack 757, win 4063, length 156
03:26:31.258840 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1501980:1502136, ack 757, win 4063, length 156
03:26:31.258866 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1502136:1502292, ack 757, win 4063, length 156
03:26:31.258892 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1502292:1502448, ack 757, win 4063, length 156
03:26:31.258917 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1502448:1502604, ack 757, win 4063, length 156
03:26:31.258945 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1502604:1502760, ack 757, win 4063, length 156
03:26:31.258969 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1502760:1502916, ack 757, win 4063, length 156
03:26:31.258998 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1502916:1503072, ack 757, win 4063, length 156
03:26:31.259026 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1503072:1503228, ack 757, win 4063, length 156
03:26:31.259051 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1503228:1503384, ack 757, win 4063, length 156
03:26:31.259077 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1503384:1503540, ack 757, win 4063, length 156
03:26:31.259102 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1503540:1503696, ack 757, win 4063, length 156
03:26:31.259129 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1503696:1503852, ack 757, win 4063, length 156
03:26:31.259154 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1503852:1504008, ack 757, win 4063, length 156
03:26:31.259183 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1504008:1504164, ack 757, win 4063, length 156
03:26:31.259210 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1504164:1504320, ack 757, win 4063, length 156
03:26:31.259235 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1504320:1504476, ack 757, win 4063, length 156
03:26:31.259261 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1504476:1504632, ack 757, win 4063, length 156
03:26:31.259286 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1504632:1504788, ack 757, win 4063, length 156
03:26:31.259312 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1504788:1504944, ack 757, win 4063, length 156
03:26:31.259337 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1504944:1505100, ack 757, win 4063, length 156
03:26:31.259363 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1505100:1505256, ack 757, win 4063, length 156
03:26:31.259395 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1505256:1505412, ack 757, win 4063, length 156
03:26:31.259420 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1505412:1505568, ack 757, win 4063, length 156
03:26:31.259447 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1505568:1505724, ack 757, win 4063, length 156
03:26:31.259472 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1505724:1505880, ack 757, win 4063, length 156
03:26:31.259578 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1505880:1506036, ack 757, win 4063, length 156
03:26:31.259613 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1506036:1506192, ack 757, win 4063, length 156
03:26:31.259641 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1506192:1506348, ack 757, win 4063, length 156
03:26:31.259668 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1506348:1506504, ack 757, win 4063, length 156
03:26:31.259693 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1506504:1506660, ack 757, win 4063, length 156
03:26:31.259719 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1506660:1506816, ack 757, win 4063, length 156
03:26:31.259744 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1506816:1506972, ack 757, win 4063, length 156
03:26:31.259777 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1506972:1507128, ack 757, win 4063, length 156
03:26:31.259807 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1507128:1507284, ack 757, win 4063, length 156
03:26:31.259835 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1507284:1507440, ack 757, win 4063, length 156
03:26:31.259859 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1507440:1507596, ack 757, win 4063, length 156
03:26:31.259885 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1507596:1507752, ack 757, win 4063, length 156
03:26:31.259910 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1507752:1507908, ack 757, win 4063, length 156
03:26:31.259936 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1507908:1508064, ack 757, win 4063, length 156
03:26:31.259961 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1508064:1508220, ack 757, win 4063, length 156
03:26:31.259987 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1508220:1508376, ack 757, win 4063, length 156
03:26:31.260017 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1508376:1508532, ack 757, win 4063, length 156
03:26:31.260043 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1508532:1508688, ack 757, win 4063, length 156
03:26:31.260069 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1508688:1508844, ack 757, win 4063, length 156
03:26:31.260094 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1508844:1509000, ack 757, win 4063, length 156
03:26:31.260120 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1509000:1509156, ack 757, win 4063, length 156
03:26:31.260146 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1509156:1509312, ack 757, win 4063, length 156
03:26:31.260172 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1509312:1509468, ack 757, win 4063, length 156
03:26:31.260199 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1509468:1509624, ack 757, win 4063, length 156
03:26:31.260277 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1509624:1509780, ack 757, win 4063, length 156
03:26:31.260309 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1509780:1509936, ack 757, win 4063, length 156
03:26:31.260351 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1509936:1510092, ack 757, win 4063, length 156
03:26:31.260378 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1510092:1510248, ack 757, win 4063, length 156
03:26:31.260405 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1510248:1510404, ack 757, win 4063, length 156
03:26:31.260437 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1510404:1510560, ack 757, win 4063, length 156
03:26:31.260464 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1510560:1510716, ack 757, win 4063, length 156
03:26:31.260490 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1510716:1510872, ack 757, win 4063, length 156
03:26:31.260517 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1510872:1511028, ack 757, win 4063, length 156
03:26:31.260551 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1511028:1511184, ack 757, win 4063, length 156
03:26:31.260577 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1511184:1511340, ack 757, win 4063, length 156
03:26:31.260603 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1511340:1511496, ack 757, win 4063, length 156
03:26:31.260635 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1511496:1511652, ack 757, win 4063, length 156
03:26:31.260661 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1511652:1511808, ack 757, win 4063, length 156
03:26:31.260690 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1511808:1511964, ack 757, win 4063, length 156
03:26:31.260719 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1511964:1512120, ack 757, win 4063, length 156
03:26:31.260744 IP 159.203.58.6.22 > 69.157.59.48.65302: Flags [P.], seq 1512120:1512276, ack 757, win 4063, length 156
